106.0,81.0,105.0
110.0,80.0,105.0
113.0,80.0,102.0
119.0,83.0,99.0
122.0,87.0,99.0
128.0,93.0,102.0
136.0,101.0,106.0
120.0,110.0,131.0
118.0,107.0,128.0
116.0,103.0,125.0
115.0,101.0,123.0
115.0,100.0,122.0
114.0,98.0,121.0
112.0,97.0,120.0
111.0,96.0,119.0
109.0,93.0,116.0
107.0,91.0,114.0
106.0,90.0,113.0
105.0,88.0,112.0
113.0,80.0,102.0
117.0,80.0,101.0
119.0,83.0,99.0
122.0,87.0,99.0
128.0,93.0,102.0
136.0,101.0,106.0
